userId,attractionId,interactionType,timestamp
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Ibere rya bigogwe,view,2024-01-31T01:38:51
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Kibeho,view,2024-04-04T15:41:59
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,BK Arena,view,2024-01-30T21:11:57
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Cricket - Gahanga,view,2024-06-03T05:05:25
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-06-15T11:56:02
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Akagera NP,view,2024-02-12T03:13:13
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Kigali Convetion center,view,2024-06-01T14:17:43
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Nyungwe NP,view,2024-04-16T02:09:18
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Akagera NP,view,2024-05-13T04:18:27
e7bf90c2-fea1-4e3c-81a3-06472d6937d8,Ibere rya bigogwe,view,2024-04-02T10:58:02
7ae955bd-8916-4445-98f6-d58311a4bb14,Kigali Memorial Site,view,2024-05-30T15:22:16
7ae955bd-8916-4445-98f6-d58311a4bb14,Kibeho,view,2024-01-24T22:36:39
7ae955bd-8916-4445-98f6-d58311a4bb14,Karisoke Research Center - Dian Fossey Camp,view,2024-02-27T04:16:22
7ae955bd-8916-4445-98f6-d58311a4bb14,Amashyuza hot springs,view,2024-03-15T09:45:13
7ae955bd-8916-4445-98f6-d58311a4bb14,Kigali Memorial Site,view,2024-01-26T23:17:33
7ae955bd-8916-4445-98f6-d58311a4bb14,Nyandungu park,view,2024-04-19T23:02:40
7ae955bd-8916-4445-98f6-d58311a4bb14,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-04-18T19:53:58
7ae955bd-8916-4445-98f6-d58311a4bb14,Royal balloon,view,2024-02-19T06:14:34
7ae955bd-8916-4445-98f6-d58311a4bb14,Rusumo waterfalls,view,2024-07-12T04:02:39
7ae955bd-8916-4445-98f6-d58311a4bb14,Hiking Mt Bisoke,view,2024-04-28T21:08:36
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Amahoro Stadium,view,2024-03-10T23:13:06
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Parliament,view,2024-02-14T08:16:07
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Amahoro Stadium,view,2024-01-12T05:50:38
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Gishwati,view,2024-02-11T02:22:34
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Fazendha,view,2024-02-27T06:23:39
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Fazendha,view,2024-07-16T15:41:40
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Cathedral,view,2024-04-13T14:36:31
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Amashyuza hot springs,view,2024-06-04T18:08:10
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Royal balloon,view,2024-02-07T22:21:47
e1757d9f-3536-4e51-9e3d-7fc7af9f6546,Fazendha,view,2024-03-08T08:43:01
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Akagera NP,view,2024-06-10T14:23:08
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Nyungwe NP,view,2024-01-27T20:15:08
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Akagera NP,view,2024-05-28T13:38:16
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Cricket - Gahanga,view,2024-05-07T18:11:42
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Cricket - Gahanga,view,2024-05-31T05:01:01
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Ethnographic Museum,view,2024-04-12T12:03:09
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Amashyuza hot springs,view,2024-04-05T08:17:27
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Nyungwe NP,view,2024-02-18T22:59:48
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Kigali Convetion center,view,2024-03-16T15:31:33
54837d5d-c36c-4629-b658-7ec1ac5e4dfd,Volcanoes NP (Gorilla trekking),view,2024-03-12T10:19:28
8e9053ac-5518-4ea8-8430-1b9ca092833c,Ibere rya bigogwe,view,2024-02-05T09:47:20
8e9053ac-5518-4ea8-8430-1b9ca092833c,Imigongo art centre,view,2024-03-20T07:08:04
8e9053ac-5518-4ea8-8430-1b9ca092833c,Kibeho,view,2024-05-14T02:23:00
8e9053ac-5518-4ea8-8430-1b9ca092833c,Twin Lakes,view,2024-01-03T10:09:35
8e9053ac-5518-4ea8-8430-1b9ca092833c,BK Arena,view,2024-04-13T16:35:21
8e9053ac-5518-4ea8-8430-1b9ca092833c,Nyungwe NP,view,2024-01-08T07:43:45
8e9053ac-5518-4ea8-8430-1b9ca092833c,Akagera NP,view,2024-05-28T23:20:54
8e9053ac-5518-4ea8-8430-1b9ca092833c,Cathedral,view,2024-05-04T12:34:05
8e9053ac-5518-4ea8-8430-1b9ca092833c,Kitabi eco center,view,2024-04-04T06:37:39
8e9053ac-5518-4ea8-8430-1b9ca092833c,BK Arena,view,2024-03-03T08:19:09
f80e5c8d-b3ad-404f-982d-8181196ff47d,Kitabi eco center,view,2024-01-12T23:27:33
f80e5c8d-b3ad-404f-982d-8181196ff47d,Hiking Mt Bisoke,view,2024-03-07T13:30:25
f80e5c8d-b3ad-404f-982d-8181196ff47d,Underground caves,view,2024-02-05T21:50:56
f80e5c8d-b3ad-404f-982d-8181196ff47d,Ethnographic Museum,view,2024-04-21T21:36:05
f80e5c8d-b3ad-404f-982d-8181196ff47d,King's Palace,view,2024-05-27T04:54:13
f80e5c8d-b3ad-404f-982d-8181196ff47d,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-06-11T07:24:28
f80e5c8d-b3ad-404f-982d-8181196ff47d,Lake Kivu,view,2024-01-01T20:59:48
